number,construction,sentence,item,grammaticality
827,n_pn,It is not the case that the books inspired [MASK] revolutions.,any,1
828,n_prel,No books which I have studied inspired [MASK] revolutions.,any,1
829,n_prel,None of the books which I have studied inspired [MASK] revolutions.,any,1
830,n_prel,It is not the case that the books which I have studied inspired [MASK] revolutions.,any,1
831,n_ppp,No books in these places inspired [MASK] revolutions.,any,1
832,n_ppp,None of the books in these places inspired [MASK] revolutions.,any,1
833,n_ppp,It is not the case that books in these places inspired [MASK] revolutions.,any,1
834,n_nrel,No books which I have not studied inspired [MASK] revolutions.,any,1
835,n_nrel,None of the books which I have not have studied inspired [MASK] revolutions.,any,1
836,n_nrel,It is not the case that the books which I have not studied inspired [MASK] revolutions.,any,1
837,n_npp,No books in none of these places inspired [MASK] revolutions.,any,1
838,n_npp,None of the books in none of these places inspired [MASK] revolutions.,any,1
839,n_npp,It is not the case that books in none of these places inspired [MASK] revolutions.,any,1
840,p_pn,The books will change [MASK] lives.,any,0
841,p_pn,Many of the books will change [MASK] lives.,any,0
842,p_pn,It is the case that the books will change [MASK] lives.,any,0
843,p_prel,The books which I have studied will change [MASK] lives.,any,0
844,p_prel,Many of the books which I have studied will change [MASK] lives.,any,0
845,p_prel,It is the case that books which I have studied will change [MASK] lives.,any,0
846,p_ppp,The books in these places will change [MASK] lives.,any,0
847,p_ppp,Many of the books in these places will change [MASK] lives.,any,0
848,p_ppp,It is the case that the books in these places will change [MASK] lives.,any,0
849,p_nrel,The books which I have not studied will change [MASK] lives.,any,1
850,p_nrel,Many of the books which I have not studied will change [MASK] lives.,any,1
851,p_nrel,It is the case that the books which I have not studied will change [MASK] lives.,any,1
852,p_npp,The books in none of these places will change [MASK] lives.,any,1
853,p_npp,Many of the books in none of these places will change [MASK] lives.,any,1
854,p_npp,It is the case that books in none of these places will change [MASK] lives.,any,1
855,n_pn,No books will change [MASK] lives.,any,1
856,n_pn,None of the books will change [MASK] lives.,any,1
857,n_pn,It is not the case that the books will change [MASK] lives.,any,1
858,n_prel,No books which I have studied will change [MASK] lives.,any,1
859,n_prel,None of the books which I have studied will change [MASK] lives.,any,1
860,n_prel,It is not the case that the books which I have studied will change [MASK] lives.,any,1
861,n_ppp,No books in these places will change [MASK] lives.,any,1
862,n_ppp,None of the books in these places will change [MASK] lives.,any,1
863,n_ppp,It is not the case that books in these places will change [MASK] lives.,any,1
864,n_nrel,No books which I have not studied will change [MASK] lives.,any,1
865,n_nrel,None of the books which I have not have studied will change [MASK] lives.,any,1
866,n_nrel,It is not the case that the books which I have not studied will change [MASK] lives.,any,1
867,n_npp,No books in none of these places will change [MASK] lives.,any,1
868,n_npp,None of the books in none of these places will change [MASK] lives.,any,1
869,n_npp,It is not the case that books in none of these places will change [MASK] lives.,any,1
870,p_pn,The books impress [MASK] ambassadors.,any,0
871,p_pn,Many of the books impress [MASK] ambassadors.,any,0
872,p_pn,It is the case that the books impress [MASK] ambassadors.,any,0
873,p_prel,The books which I have studied impress [MASK] ambassadors.,any,0
874,p_prel,Many of the books which I have studied impress [MASK] ambassadors.,any,0
875,p_prel,It is the case that books which I have studied impress [MASK] ambassadors.,any,0
876,p_ppp,The books in these places impress [MASK] ambassadors.,any,0
877,p_ppp,Many of the books in these places impress [MASK] ambassadors.,any,0
878,p_ppp,It is the case that the books in these places impress [MASK] ambassadors.,any,0
879,p_nrel,The books which I have not studied impress [MASK] ambassadors.,any,1
880,p_nrel,Many of the books which I have not studied impress [MASK] ambassadors.,any,1
881,p_nrel,It is the case that the books which I have not studied impress [MASK] ambassadors.,any,1
882,p_npp,The books in none of these places impress [MASK] ambassadors.,any,1
883,p_npp,Many of the books in none of these places impress [MASK] ambassadors.,any,1
884,p_npp,It is the case that books in none of these places impress [MASK] ambassadors.,any,1
885,n_pn,No books impress [MASK] ambassadors.,any,1
886,n_pn,None of the books impress [MASK] ambassadors.,any,1
887,n_pn,It is not the case that the books impress [MASK] ambassadors.,any,1
888,n_prel,No books which I have studied impress [MASK] ambassadors.,any,1
889,n_prel,None of the books which I have studied impress [MASK] ambassadors.,any,1
890,n_prel,It is not the case that the books which I have studied impress [MASK] ambassadors.,any,1
891,n_ppp,No books in these places impress [MASK] ambassadors.,any,1
892,n_ppp,None of the books in these places impress [MASK] ambassadors.,any,1
893,n_ppp,It is not the case that books in these places impress [MASK] ambassadors.,any,1
894,n_nrel,No books which I have not studied impress [MASK] ambassadors.,any,1
895,n_nrel,None of the books which I have not have studied impress [MASK] ambassadors.,any,1
896,n_nrel,It is not the case that the books which I have not studied impress [MASK] ambassadors.,any,1
897,n_npp,No books in none of these places impress [MASK] ambassadors.,any,1
898,n_npp,None of the books in none of these places impress [MASK] ambassadors.,any,1
899,n_npp,It is not the case that books in none of these places impress [MASK] ambassadors.,any,1
900,p_pn,The raccoons have done [MASK] harm.,any,0
901,p_pn,Many of the raccoons have done [MASK] harm.,any,0
902,p_pn,It is the case that the raccoons have done [MASK] harm.,any,0
903,p_prel,The raccoons which I have studied have done [MASK] harm.,any,0
904,p_prel,Many of the raccoons which I have studied have done [MASK] harm.,any,0
905,p_prel,It is the case that raccoons which I have studied have done [MASK] harm.,any,0
906,p_ppp,The raccoons in these places have done [MASK] harm.,any,0
907,p_ppp,Many of the raccoons in these places have done [MASK] harm.,any,0
908,p_ppp,It is the case that the raccoons in these places have done [MASK] harm.,any,0
909,p_nrel,The raccoons which I have not studied have done [MASK] harm.,any,1
910,p_nrel,Many of the raccoons which I have not studied have done [MASK] harm.,any,1
911,p_nrel,It is the case that the raccoons which I have not studied have done [MASK] harm.,any,1
912,p_npp,The raccoons in none of these places have done [MASK] harm.,any,1
913,p_npp,Many of the raccoons in none of these places have done [MASK] harm.,any,1
914,p_npp,It is the case that raccoons in none of these places have done [MASK] harm.,any,1
915,n_pn,No raccoons have done [MASK] harm.,any,1
916,n_pn,None of the raccoons have done [MASK] harm.,any,1
917,n_pn,It is not the case that the raccoons have done [MASK] harm.,any,1
918,n_prel,No raccoons which I have studied have done [MASK] harm.,any,1
919,n_prel,None of the raccoons which I have studied have done [MASK] harm.,any,1
920,n_prel,It is not the case that the raccoons which I have studied have done [MASK] harm.,any,1
921,n_ppp,No raccoons in these places have done [MASK] harm.,any,1
922,n_ppp,None of the raccoons in these places have done [MASK] harm.,any,1
923,n_ppp,It is not the case that raccoons in these places have done [MASK] harm.,any,1
924,n_nrel,No raccoons which I have not studied have done [MASK] harm.,any,1
925,n_nrel,None of the raccoons which I have not have studied have done [MASK] harm.,any,1
926,n_nrel,It is not the case that the raccoons which I have not studied have done [MASK] harm.,any,1
927,n_npp,No raccoons in none of these places have done [MASK] harm.,any,1
928,n_npp,None of the raccoons in none of these places have done [MASK] harm.,any,1
929,n_npp,It is not the case that raccoons in none of these places have done [MASK] harm.,any,1
930,p_pn,The raccoons will impact [MASK] legislation.,any,0
931,p_pn,Many of the raccoons will impact [MASK] legislation.,any,0
932,p_pn,It is the case that the raccoons will impact [MASK] legislation.,any,0
933,p_prel,The raccoons which I have studied will impact [MASK] legislation.,any,0
934,p_prel,Many of the raccoons which I have studied will impact [MASK] legislation.,any,0
935,p_prel,It is the case that raccoons which I have studied will impact [MASK] legislation.,any,0
936,p_ppp,The raccoons in these places will impact [MASK] legislation.,any,0
937,p_ppp,Many of the raccoons in these places will impact [MASK] legislation.,any,0
938,p_ppp,It is the case that the raccoons in these places will impact [MASK] legislation.,any,0
939,p_nrel,The raccoons which I have not studied will impact [MASK] legislation.,any,1
940,p_nrel,Many of the raccoons which I have not studied will impact [MASK] legislation.,any,1
941,p_nrel,It is the case that the raccoons which I have not studied will impact [MASK] legislation.,any,1
942,p_npp,The raccoons in none of these places will impact [MASK] legislation.,any,1
943,p_npp,Many of the raccoons in none of these places will impact [MASK] legislation.,any,1
944,p_npp,It is the case that raccoons in none of these places will impact [MASK] legislation.,any,1
945,n_pn,No raccoons will impact [MASK] legislation.,any,1
946,n_pn,None of the raccoons will impact [MASK] legislation.,any,1
947,n_pn,It is not the case that the raccoons will impact [MASK] legislation.,any,1
948,n_prel,No raccoons which I have studied will impact [MASK] legislation.,any,1
949,n_prel,None of the raccoons which I have studied will impact [MASK] legislation.,any,1
950,n_prel,It is not the case that the raccoons which I have studied will impact [MASK] legislation.,any,1
951,n_ppp,No raccoons in these places will impact [MASK] legislation.,any,1
952,n_ppp,None of the raccoons in these places will impact [MASK] legislation.,any,1
953,n_ppp,It is not the case that raccoons in these places will impact [MASK] legislation.,any,1
954,n_nrel,No raccoons which I have not studied will impact [MASK] legislation.,any,1
955,n_nrel,None of the raccoons which I have not have studied will impact [MASK] legislation.,any,1
956,n_nrel,It is not the case that the raccoons which I have not studied will impact [MASK] legislation.,any,1
957,n_npp,No raccoons in none of these places will impact [MASK] legislation.,any,1
958,n_npp,None of the raccoons in none of these places will impact [MASK] legislation.,any,1
959,n_npp,It is not the case that raccoons in none of these places will impact [MASK] legislation.,any,1
960,p_pn,The raccoons confuse [MASK] astronomers.,any,0
961,p_pn,Many of the raccoons confuse [MASK] astronomers.,any,0
962,p_pn,It is the case that the raccoons confuse [MASK] astronomers.,any,0
963,p_prel,The raccoons which I have studied confuse [MASK] astronomers.,any,0
964,p_prel,Many of the raccoons which I have studied confuse [MASK] astronomers.,any,0
965,p_prel,It is the case that raccoons which I have studied confuse [MASK] astronomers.,any,0
966,p_ppp,The raccoons in these places confuse [MASK] astronomers.,any,0
967,p_ppp,Many of the raccoons in these places confuse [MASK] astronomers.,any,0
968,p_ppp,It is the case that the raccoons in these places confuse [MASK] astronomers.,any,0
969,p_nrel,The raccoons which I have not studied confuse [MASK] astronomers.,any,1
970,p_nrel,Many of the raccoons which I have not studied confuse [MASK] astronomers.,any,1
971,p_nrel,It is the case that the raccoons which I have not studied confuse [MASK] astronomers.,any,1
972,p_npp,The raccoons in none of these places confuse [MASK] astronomers.,any,1
973,p_npp,Many of the raccoons in none of these places confuse [MASK] astronomers.,any,1
974,p_npp,It is the case that raccoons in none of these places confuse [MASK] astronomers.,any,1
975,n_pn,No raccoons confuse [MASK] astronomers.,any,1
976,n_pn,None of the raccoons confuse [MASK] astronomers.,any,1
977,n_pn,It is not the case that the raccoons confuse [MASK] astronomers.,any,1
978,n_prel,No raccoons which I have studied confuse [MASK] astronomers.,any,1
979,n_prel,None of the raccoons which I have studied confuse [MASK] astronomers.,any,1
980,n_prel,It is not the case that the raccoons which I have studied confuse [MASK] astronomers.,any,1
981,n_ppp,No raccoons in these places confuse [MASK] astronomers.,any,1
982,n_ppp,None of the raccoons in these places confuse [MASK] astronomers.,any,1
983,n_ppp,It is not the case that raccoons in these places confuse [MASK] astronomers.,any,1
984,n_nrel,No raccoons which I have not studied confuse [MASK] astronomers.,any,1
985,n_nrel,None of the raccoons which I have not have studied confuse [MASK] astronomers.,any,1
986,n_nrel,It is not the case that the raccoons which I have not studied confuse [MASK] astronomers.,any,1
987,n_npp,No raccoons in none of these places confuse [MASK] astronomers.,any,1
988,n_npp,None of the raccoons in none of these places confuse [MASK] astronomers.,any,1
989,n_npp,It is not the case that raccoons in none of these places confuse [MASK] astronomers.,any,1
990,p_pn,The raccoons inspired [MASK] revolutions.,any,0
991,p_pn,Many of the raccoons inspired [MASK] revolutions.,any,0
992,p_pn,It is the case that the raccoons inspired [MASK] revolutions.,any,0
993,p_prel,The raccoons which I have studied inspired [MASK] revolutions.,any,0
994,p_prel,Many of the raccoons which I have studied inspired [MASK] revolutions.,any,0
995,p_prel,It is the case that raccoons which I have studied inspired [MASK] revolutions.,any,0
996,p_ppp,The raccoons in these places inspired [MASK] revolutions.,any,0
997,p_ppp,Many of the raccoons in these places inspired [MASK] revolutions.,any,0
998,p_ppp,It is the case that the raccoons in these places inspired [MASK] revolutions.,any,0
999,p_nrel,The raccoons which I have not studied inspired [MASK] revolutions.,any,1
1000,p_nrel,Many of the raccoons which I have not studied inspired [MASK] revolutions.,any,1
1001,p_nrel,It is the case that the raccoons which I have not studied inspired [MASK] revolutions.,any,1
1002,p_npp,The raccoons in none of these places inspired [MASK] revolutions.,any,1
1003,p_npp,Many of the raccoons in none of these places inspired [MASK] revolutions.,any,1
1004,p_npp,It is the case that raccoons in none of these places inspired [MASK] revolutions.,any,1
1005,n_pn,No raccoons inspired [MASK] revolutions.,any,1
1006,n_pn,None of the raccoons inspired [MASK] revolutions.,any,1
1007,n_pn,It is not the case that the raccoons inspired [MASK] revolutions.,any,1
1008,n_prel,No raccoons which I have studied inspired [MASK] revolutions.,any,1
1009,n_prel,None of the raccoons which I have studied inspired [MASK] revolutions.,any,1
1010,n_prel,It is not the case that the raccoons which I have studied inspired [MASK] revolutions.,any,1
1011,n_ppp,No raccoons in these places inspired [MASK] revolutions.,any,1
1012,n_ppp,None of the raccoons in these places inspired [MASK] revolutions.,any,1
1013,n_ppp,It is not the case that raccoons in these places inspired [MASK] revolutions.,any,1
1014,n_nrel,No raccoons which I have not studied inspired [MASK] revolutions.,any,1
1015,n_nrel,None of the raccoons which I have not have studied inspired [MASK] revolutions.,any,1
1016,n_nrel,It is not the case that the raccoons which I have not studied inspired [MASK] revolutions.,any,1
1017,n_npp,No raccoons in none of these places inspired [MASK] revolutions.,any,1
1018,n_npp,None of the raccoons in none of these places inspired [MASK] revolutions.,any,1
1019,n_npp,It is not the case that raccoons in none of these places inspired [MASK] revolutions.,any,1
1020,p_pn,The raccoons will change [MASK] lives.,any,0
1021,p_pn,Many of the raccoons will change [MASK] lives.,any,0
1022,p_pn,It is the case that the raccoons will change [MASK] lives.,any,0
1023,p_prel,The raccoons which I have studied will change [MASK] lives.,any,0
1024,p_prel,Many of the raccoons which I have studied will change [MASK] lives.,any,0
1025,p_prel,It is the case that raccoons which I have studied will change [MASK] lives.,any,0
1026,p_ppp,The raccoons in these places will change [MASK] lives.,any,0
1027,p_ppp,Many of the raccoons in these places will change [MASK] lives.,any,0
1028,p_ppp,It is the case that the raccoons in these places will change [MASK] lives.,any,0
1029,p_nrel,The raccoons which I have not studied will change [MASK] lives.,any,1
1030,p_nrel,Many of the raccoons which I have not studied will change [MASK] lives.,any,1
1031,p_nrel,It is the case that the raccoons which I have not studied will change [MASK] lives.,any,1
1032,p_npp,The raccoons in none of these places will change [MASK] lives.,any,1
1033,p_npp,Many of the raccoons in none of these places will change [MASK] lives.,any,1
1034,p_npp,It is the case that raccoons in none of these places will change [MASK] lives.,any,1
1035,n_pn,No raccoons will change [MASK] lives.,any,1
1036,n_pn,None of the raccoons will change [MASK] lives.,any,1
1037,n_pn,It is not the case that the raccoons will change [MASK] lives.,any,1
1038,n_prel,No raccoons which I have studied will change [MASK] lives.,any,1
1039,n_prel,None of the raccoons which I have studied will change [MASK] lives.,any,1
1040,n_prel,It is not the case that the raccoons which I have studied will change [MASK] lives.,any,1
1041,n_ppp,No raccoons in these places will change [MASK] lives.,any,1
1042,n_ppp,None of the raccoons in these places will change [MASK] lives.,any,1
1043,n_ppp,It is not the case that raccoons in these places will change [MASK] lives.,any,1
1044,n_nrel,No raccoons which I have not studied will change [MASK] lives.,any,1
1045,n_nrel,None of the raccoons which I have not have studied will change [MASK] lives.,any,1
1046,n_nrel,It is not the case that the raccoons which I have not studied will change [MASK] lives.,any,1
1047,n_npp,No raccoons in none of these places will change [MASK] lives.,any,1
1048,n_npp,None of the raccoons in none of these places will change [MASK] lives.,any,1
1049,n_npp,It is not the case that raccoons in none of these places will change [MASK] lives.,any,1
1050,p_pn,The raccoons impress [MASK] ambassadors.,any,0
1051,p_pn,Many of the raccoons impress [MASK] ambassadors.,any,0
1052,p_pn,It is the case that the raccoons impress [MASK] ambassadors.,any,0
1053,p_prel,The raccoons which I have studied impress [MASK] ambassadors.,any,0
1054,p_prel,Many of the raccoons which I have studied impress [MASK] ambassadors.,any,0
1055,p_prel,It is the case that raccoons which I have studied impress [MASK] ambassadors.,any,0
1056,p_ppp,The raccoons in these places impress [MASK] ambassadors.,any,0
1057,p_ppp,Many of the raccoons in these places impress [MASK] ambassadors.,any,0
1058,p_ppp,It is the case that the raccoons in these places impress [MASK] ambassadors.,any,0
1059,p_nrel,The raccoons which I have not studied impress [MASK] ambassadors.,any,1
1060,p_nrel,Many of the raccoons which I have not studied impress [MASK] ambassadors.,any,1
1061,p_nrel,It is the case that the raccoons which I have not studied impress [MASK] ambassadors.,any,1
1062,p_npp,The raccoons in none of these places impress [MASK] ambassadors.,any,1
1063,p_npp,Many of the raccoons in none of these places impress [MASK] ambassadors.,any,1
1064,p_npp,It is the case that raccoons in none of these places impress [MASK] ambassadors.,any,1
1065,n_pn,No raccoons impress [MASK] ambassadors.,any,1
1066,n_pn,None of the raccoons impress [MASK] ambassadors.,any,1
1067,n_pn,It is not the case that the raccoons impress [MASK] ambassadors.,any,1
1068,n_prel,No raccoons which I have studied impress [MASK] ambassadors.,any,1
1069,n_prel,None of the raccoons which I have studied impress [MASK] ambassadors.,any,1
1070,n_prel,It is not the case that the raccoons which I have studied impress [MASK] ambassadors.,any,1
1071,n_ppp,No raccoons in these places impress [MASK] ambassadors.,any,1
1072,n_ppp,None of the raccoons in these places impress [MASK] ambassadors.,any,1
1073,n_ppp,It is not the case that raccoons in these places impress [MASK] ambassadors.,any,1
1074,n_nrel,No raccoons which I have not studied impress [MASK] ambassadors.,any,1
1075,n_nrel,None of the raccoons which I have not have studied impress [MASK] ambassadors.,any,1
1076,n_nrel,It is not the case that the raccoons which I have not studied impress [MASK] ambassadors.,any,1
1077,n_npp,No raccoons in none of these places impress [MASK] ambassadors.,any,1
1078,n_npp,None of the raccoons in none of these places impress [MASK] ambassadors.,any,1
1079,n_npp,It is not the case that raccoons in none of these places impress [MASK] ambassadors.,any,1
1080,p_pn,The mountaineers have done [MASK] harm.,any,0
1081,p_pn,Many of the mountaineers have done [MASK] harm.,any,0
1082,p_pn,It is the case that the mountaineers have done [MASK] harm.,any,0
1083,p_prel,The mountaineers which I have studied have done [MASK] harm.,any,0
1084,p_prel,Many of the mountaineers which I have studied have done [MASK] harm.,any,0
1085,p_prel,It is the case that mountaineers which I have studied have done [MASK] harm.,any,0
1086,p_ppp,The mountaineers in these places have done [MASK] harm.,any,0
1087,p_ppp,Many of the mountaineers in these places have done [MASK] harm.,any,0
1088,p_ppp,It is the case that the mountaineers in these places have done [MASK] harm.,any,0
1089,p_nrel,The mountaineers which I have not studied have done [MASK] harm.,any,1
1090,p_nrel,Many of the mountaineers which I have not studied have done [MASK] harm.,any,1
1091,p_nrel,It is the case that the mountaineers which I have not studied have done [MASK] harm.,any,1
1092,p_npp,The mountaineers in none of these places have done [MASK] harm.,any,1
1093,p_npp,Many of the mountaineers in none of these places have done [MASK] harm.,any,1
1094,p_npp,It is the case that mountaineers in none of these places have done [MASK] harm.,any,1
1095,n_pn,No mountaineers have done [MASK] harm.,any,1
1096,n_pn,None of the mountaineers have done [MASK] harm.,any,1
1097,n_pn,It is not the case that the mountaineers have done [MASK] harm.,any,1
1098,n_prel,No mountaineers which I have studied have done [MASK] harm.,any,1
1099,n_prel,None of the mountaineers which I have studied have done [MASK] harm.,any,1
1100,n_prel,It is not the case that the mountaineers which I have studied have done [MASK] harm.,any,1
1101,n_ppp,No mountaineers in these places have done [MASK] harm.,any,1
1102,n_ppp,None of the mountaineers in these places have done [MASK] harm.,any,1
1103,n_ppp,It is not the case that mountaineers in these places have done [MASK] harm.,any,1
1104,n_nrel,No mountaineers which I have not studied have done [MASK] harm.,any,1
1105,n_nrel,None of the mountaineers which I have not have studied have done [MASK] harm.,any,1
1106,n_nrel,It is not the case that the mountaineers which I have not studied have done [MASK] harm.,any,1
1107,n_npp,No mountaineers in none of these places have done [MASK] harm.,any,1
1108,n_npp,None of the mountaineers in none of these places have done [MASK] harm.,any,1
1109,n_npp,It is not the case that mountaineers in none of these places have done [MASK] harm.,any,1
1110,p_pn,The mountaineers will impact [MASK] legislation.,any,0
1111,p_pn,Many of the mountaineers will impact [MASK] legislation.,any,0
1112,p_pn,It is the case that the mountaineers will impact [MASK] legislation.,any,0
1113,p_prel,The mountaineers which I have studied will impact [MASK] legislation.,any,0
1114,p_prel,Many of the mountaineers which I have studied will impact [MASK] legislation.,any,0
1115,p_prel,It is the case that mountaineers which I have studied will impact [MASK] legislation.,any,0
1116,p_ppp,The mountaineers in these places will impact [MASK] legislation.,any,0
1117,p_ppp,Many of the mountaineers in these places will impact [MASK] legislation.,any,0
1118,p_ppp,It is the case that the mountaineers in these places will impact [MASK] legislation.,any,0
1119,p_nrel,The mountaineers which I have not studied will impact [MASK] legislation.,any,1
1120,p_nrel,Many of the mountaineers which I have not studied will impact [MASK] legislation.,any,1
1121,p_nrel,It is the case that the mountaineers which I have not studied will impact [MASK] legislation.,any,1
1122,p_npp,The mountaineers in none of these places will impact [MASK] legislation.,any,1
1123,p_npp,Many of the mountaineers in none of these places will impact [MASK] legislation.,any,1
1124,p_npp,It is the case that mountaineers in none of these places will impact [MASK] legislation.,any,1
1125,n_pn,No mountaineers will impact [MASK] legislation.,any,1
1126,n_pn,None of the mountaineers will impact [MASK] legislation.,any,1
1127,n_pn,It is not the case that the mountaineers will impact [MASK] legislation.,any,1
1128,n_prel,No mountaineers which I have studied will impact [MASK] legislation.,any,1
1129,n_prel,None of the mountaineers which I have studied will impact [MASK] legislation.,any,1
1130,n_prel,It is not the case that the mountaineers which I have studied will impact [MASK] legislation.,any,1
1131,n_ppp,No mountaineers in these places will impact [MASK] legislation.,any,1
1132,n_ppp,None of the mountaineers in these places will impact [MASK] legislation.,any,1
1133,n_ppp,It is not the case that mountaineers in these places will impact [MASK] legislation.,any,1
1134,n_nrel,No mountaineers which I have not studied will impact [MASK] legislation.,any,1
1135,n_nrel,None of the mountaineers which I have not have studied will impact [MASK] legislation.,any,1
1136,n_nrel,It is not the case that the mountaineers which I have not studied will impact [MASK] legislation.,any,1
1137,n_npp,No mountaineers in none of these places will impact [MASK] legislation.,any,1
1138,n_npp,None of the mountaineers in none of these places will impact [MASK] legislation.,any,1
1139,n_npp,It is not the case that mountaineers in none of these places will impact [MASK] legislation.,any,1
1140,p_pn,The mountaineers confuse [MASK] astronomers.,any,0
1141,p_pn,Many of the mountaineers confuse [MASK] astronomers.,any,0
1142,p_pn,It is the case that the mountaineers confuse [MASK] astronomers.,any,0
1143,p_prel,The mountaineers which I have studied confuse [MASK] astronomers.,any,0
1144,p_prel,Many of the mountaineers which I have studied confuse [MASK] astronomers.,any,0
1145,p_prel,It is the case that mountaineers which I have studied confuse [MASK] astronomers.,any,0
1146,p_ppp,The mountaineers in these places confuse [MASK] astronomers.,any,0
1147,p_ppp,Many of the mountaineers in these places confuse [MASK] astronomers.,any,0
1148,p_ppp,It is the case that the mountaineers in these places confuse [MASK] astronomers.,any,0
1149,p_nrel,The mountaineers which I have not studied confuse [MASK] astronomers.,any,1
1150,p_nrel,Many of the mountaineers which I have not studied confuse [MASK] astronomers.,any,1
1151,p_nrel,It is the case that the mountaineers which I have not studied confuse [MASK] astronomers.,any,1
1152,p_npp,The mountaineers in none of these places confuse [MASK] astronomers.,any,1
1153,p_npp,Many of the mountaineers in none of these places confuse [MASK] astronomers.,any,1
1154,p_npp,It is the case that mountaineers in none of these places confuse [MASK] astronomers.,any,1
1155,n_pn,No mountaineers confuse [MASK] astronomers.,any,1
1156,n_pn,None of the mountaineers confuse [MASK] astronomers.,any,1
1157,n_pn,It is not the case that the mountaineers confuse [MASK] astronomers.,any,1
1158,n_prel,No mountaineers which I have studied confuse [MASK] astronomers.,any,1
1159,n_prel,None of the mountaineers which I have studied confuse [MASK] astronomers.,any,1
1160,n_prel,It is not the case that the mountaineers which I have studied confuse [MASK] astronomers.,any,1
1161,n_ppp,No mountaineers in these places confuse [MASK] astronomers.,any,1
1162,n_ppp,None of the mountaineers in these places confuse [MASK] astronomers.,any,1
1163,n_ppp,It is not the case that mountaineers in these places confuse [MASK] astronomers.,any,1
1164,n_nrel,No mountaineers which I have not studied confuse [MASK] astronomers.,any,1
1165,n_nrel,None of the mountaineers which I have not have studied confuse [MASK] astronomers.,any,1
1166,n_nrel,It is not the case that the mountaineers which I have not studied confuse [MASK] astronomers.,any,1
1167,n_npp,No mountaineers in none of these places confuse [MASK] astronomers.,any,1
1168,n_npp,None of the mountaineers in none of these places confuse [MASK] astronomers.,any,1
1169,n_npp,It is not the case that mountaineers in none of these places confuse [MASK] astronomers.,any,1
1170,p_pn,The mountaineers inspired [MASK] revolutions.,any,0
1171,p_pn,Many of the mountaineers inspired [MASK] revolutions.,any,0
1172,p_pn,It is the case that the mountaineers inspired [MASK] revolutions.,any,0
1173,p_prel,The mountaineers which I have studied inspired [MASK] revolutions.,any,0
1174,p_prel,Many of the mountaineers which I have studied inspired [MASK] revolutions.,any,0
1175,p_prel,It is the case that mountaineers which I have studied inspired [MASK] revolutions.,any,0
1176,p_ppp,The mountaineers in these places inspired [MASK] revolutions.,any,0
1177,p_ppp,Many of the mountaineers in these places inspired [MASK] revolutions.,any,0
1178,p_ppp,It is the case that the mountaineers in these places inspired [MASK] revolutions.,any,0
1179,p_nrel,The mountaineers which I have not studied inspired [MASK] revolutions.,any,1
1180,p_nrel,Many of the mountaineers which I have not studied inspired [MASK] revolutions.,any,1
1181,p_nrel,It is the case that the mountaineers which I have not studied inspired [MASK] revolutions.,any,1
1182,p_npp,The mountaineers in none of these places inspired [MASK] revolutions.,any,1
1183,p_npp,Many of the mountaineers in none of these places inspired [MASK] revolutions.,any,1
1184,p_npp,It is the case that mountaineers in none of these places inspired [MASK] revolutions.,any,1
1185,n_pn,No mountaineers inspired [MASK] revolutions.,any,1
1186,n_pn,None of the mountaineers inspired [MASK] revolutions.,any,1
1187,n_pn,It is not the case that the mountaineers inspired [MASK] revolutions.,any,1
1188,n_prel,No mountaineers which I have studied inspired [MASK] revolutions.,any,1
1189,n_prel,None of the mountaineers which I have studied inspired [MASK] revolutions.,any,1
1190,n_prel,It is not the case that the mountaineers which I have studied inspired [MASK] revolutions.,any,1
1191,n_ppp,No mountaineers in these places inspired [MASK] revolutions.,any,1
1192,n_ppp,None of the mountaineers in these places inspired [MASK] revolutions.,any,1
1193,n_ppp,It is not the case that mountaineers in these places inspired [MASK] revolutions.,any,1
1194,n_nrel,No mountaineers which I have not studied inspired [MASK] revolutions.,any,1
1195,n_nrel,None of the mountaineers which I have not have studied inspired [MASK] revolutions.,any,1
1196,n_nrel,It is not the case that the mountaineers which I have not studied inspired [MASK] revolutions.,any,1
1197,n_npp,No mountaineers in none of these places inspired [MASK] revolutions.,any,1
1198,n_npp,None of the mountaineers in none of these places inspired [MASK] revolutions.,any,1
1199,n_npp,It is not the case that mountaineers in none of these places inspired [MASK] revolutions.,any,1
1200,p_pn,The mountaineers will change [MASK] lives.,any,0
1201,p_pn,Many of the mountaineers will change [MASK] lives.,any,0
1202,p_pn,It is the case that the mountaineers will change [MASK] lives.,any,0
1203,p_prel,The mountaineers which I have studied will change [MASK] lives.,any,0
1204,p_prel,Many of the mountaineers which I have studied will change [MASK] lives.,any,0
1205,p_prel,It is the case that mountaineers which I have studied will change [MASK] lives.,any,0
1206,p_ppp,The mountaineers in these places will change [MASK] lives.,any,0
1207,p_ppp,Many of the mountaineers in these places will change [MASK] lives.,any,0
1208,p_ppp,It is the case that the mountaineers in these places will change [MASK] lives.,any,0
1209,p_nrel,The mountaineers which I have not studied will change [MASK] lives.,any,1
1210,p_nrel,Many of the mountaineers which I have not studied will change [MASK] lives.,any,1
1211,p_nrel,It is the case that the mountaineers which I have not studied will change [MASK] lives.,any,1
1212,p_npp,The mountaineers in none of these places will change [MASK] lives.,any,1
1213,p_npp,Many of the mountaineers in none of these places will change [MASK] lives.,any,1
1214,p_npp,It is the case that mountaineers in none of these places will change [MASK] lives.,any,1
1215,n_pn,No mountaineers will change [MASK] lives.,any,1
