number,construction,sentence,item,grammaticality,num_words,prob
496,n_pn,None of the cats will change [MASK] lives.,any,1,8,0.001052074134349823
497,n_pn,It is not the case that the cats will change [MASK] lives.,any,1,12,1.322808657278074e-05
498,n_prel,No cats which I have studied will change [MASK] lives.,any,1,10,0.0010164518607780337
499,n_prel,None of the cats which I have studied will change [MASK] lives.,any,1,12,0.0008420252124778926
500,n_prel,It is not the case that the cats which I have studied will change [MASK] lives.,any,1,16,1.6763218809501268e-05
501,n_ppp,No cats in these places will change [MASK] lives.,any,1,9,0.00038731269887648523
502,n_ppp,None of the cats in these places will change [MASK] lives.,any,1,11,0.0006610056152567267
503,n_ppp,It is not the case that cats in these places will change [MASK] lives.,any,1,14,1.6602460163994692e-05
504,n_nrel,No cats which I have not studied will change [MASK] lives.,any,1,11,0.0005819282378070056
505,n_nrel,None of the cats which I have not have studied will change [MASK] lives.,any,1,14,0.0008135591633617878
506,n_nrel,It is not the case that the cats which I have not studied will change [MASK] lives.,any,1,17,2.0752797354361974e-05
507,n_npp,No cats in none of these places will change [MASK] lives.,any,1,11,0.00036077731056138873
508,n_npp,None of the cats in none of these places will change [MASK] lives.,any,1,13,0.0004916715552099049
509,n_npp,It is not the case that cats in none of these places will change [MASK] lives.,any,1,16,6.196712638484314e-05
510,p_pn,The cats impress [MASK] ambassadors.,any,0,5,0.00021512946113944054
511,p_pn,Many of the cats impress [MASK] ambassadors.,any,0,7,0.00015466229524463415
512,p_pn,It is the case that the cats impress [MASK] ambassadors.,any,0,10,0.0005098983529023826
513,p_prel,The cats which I have studied impress [MASK] ambassadors.,any,0,9,0.0003283388796262443
514,p_prel,Many of the cats which I have studied impress [MASK] ambassadors.,any,0,11,0.0003223332460038364
515,p_prel,It is the case that cats which I have studied impress [MASK] ambassadors.,any,0,13,0.0004493700107559562
516,p_ppp,The cats in these places impress [MASK] ambassadors.,any,0,8,0.00038284226320683956
517,p_ppp,Many of the cats in these places impress [MASK] ambassadors.,any,0,10,0.0003344593569636345
518,p_ppp,It is the case that the cats in these places impress [MASK] ambassadors.,any,0,13,0.0007248982437886298
519,p_nrel,The cats which I have not studied impress [MASK] ambassadors.,any,1,10,0.0006733611808158457
520,p_nrel,Many of the cats which I have not studied impress [MASK] ambassadors.,any,1,12,0.0006073617842048407
521,p_nrel,It is the case that the cats which I have not studied impress [MASK] ambassadors.,any,1,15,0.0013103450182825327
522,p_npp,The cats in none of these places impress [MASK] ambassadors.,any,1,10,0.002584472531452775
523,p_npp,Many of the cats in none of these places impress [MASK] ambassadors.,any,1,12,0.0012478886637836695
524,p_npp,It is the case that cats in none of these places impress [MASK] ambassadors.,any,1,14,0.007285743020474911
525,n_pn,No cats impress [MASK] ambassadors.,any,1,5,0.003772093215957284
526,n_pn,None of the cats impress [MASK] ambassadors.,any,1,7,0.002200622810050845
527,n_pn,It is not the case that the cats impress [MASK] ambassadors.,any,1,11,0.001165812835097313
528,n_prel,No cats which I have studied impress [MASK] ambassadors.,any,1,9,0.010053182952105999
529,n_prel,None of the cats which I have studied impress [MASK] ambassadors.,any,1,11,0.00828485656529665
530,n_prel,It is not the case that the cats which I have studied impress [MASK] ambassadors.,any,1,15,0.0008571448270231485
531,n_ppp,No cats in these places impress [MASK] ambassadors.,any,1,8,0.004210630431771278
532,n_ppp,None of the cats in these places impress [MASK] ambassadors.,any,1,10,0.003360662143677473
533,n_ppp,It is not the case that cats in these places impress [MASK] ambassadors.,any,1,13,0.002232470316812396
534,n_nrel,No cats which I have not studied impress [MASK] ambassadors.,any,1,10,0.009600169956684113
535,n_nrel,None of the cats which I have not have studied impress [MASK] ambassadors.,any,1,13,0.008182190358638763
536,n_nrel,It is not the case that the cats which I have not studied impress [MASK] ambassadors.,any,1,16,0.0020808842964470387
537,n_npp,No cats in none of these places impress [MASK] ambassadors.,any,1,10,0.0032577835954725742
538,n_npp,None of the cats in none of these places impress [MASK] ambassadors.,any,1,12,0.0031260857358574867
539,n_npp,It is not the case that cats in none of these places impress [MASK] ambassadors.,any,1,15,0.00888071022927761
540,p_pn,The queens have done [MASK] harm.,any,0,6,0.00018198598991148174
541,p_pn,Many of the queens have done [MASK] harm.,any,0,8,0.0006926362402737141
542,p_pn,It is the case that the queens have done [MASK] harm.,any,0,11,0.0007602828554809093
543,p_prel,The queens which I have studied have done [MASK] harm.,any,0,10,0.00012243090895935893
544,p_prel,Many of the queens which I have studied have done [MASK] harm.,any,0,12,0.0011961804702877998
545,p_prel,It is the case that queens which I have studied have done [MASK] harm.,any,0,14,0.0013074168236926198
546,p_ppp,The queens in these places have done [MASK] harm.,any,0,9,0.0002248653763672337
547,p_ppp,Many of the queens in these places have done [MASK] harm.,any,0,11,0.0011796880280598998
548,p_ppp,It is the case that the queens in these places have done [MASK] harm.,any,0,14,0.0008032069308683276
549,p_nrel,The queens which I have not studied have done [MASK] harm.,any,1,11,0.0006549325189553201
550,p_nrel,Many of the queens which I have not studied have done [MASK] harm.,any,1,13,0.006380151025950909
551,p_nrel,It is the case that the queens which I have not studied have done [MASK] harm.,any,1,16,0.005293717607855797
552,p_npp,The queens in none of these places have done [MASK] harm.,any,1,11,0.7735143899917603
553,p_npp,Many of the queens in none of these places have done [MASK] harm.,any,1,13,0.6970235109329224
554,p_npp,It is the case that queens in none of these places have done [MASK] harm.,any,1,15,0.80258709192276
555,n_pn,No queens have done [MASK] harm.,any,1,6,0.7059698700904846
556,n_pn,None of the queens have done [MASK] harm.,any,1,8,0.8087611198425293
557,n_pn,It is not the case that the queens have done [MASK] harm.,any,1,12,0.5744840502738953
558,n_prel,No queens which I have studied have done [MASK] harm.,any,1,10,0.6832529306411743
559,n_prel,None of the queens which I have studied have done [MASK] harm.,any,1,12,0.7785395383834839
560,n_prel,It is not the case that the queens which I have studied have done [MASK] harm.,any,1,16,0.31333062052726746
561,n_ppp,No queens in these places have done [MASK] harm.,any,1,9,0.7359517216682434
562,n_ppp,None of the queens in these places have done [MASK] harm.,any,1,11,0.7897983193397522
563,n_ppp,It is not the case that queens in these places have done [MASK] harm.,any,1,14,0.5928992033004761
564,n_nrel,No queens which I have not studied have done [MASK] harm.,any,1,11,0.5976203680038452
565,n_nrel,None of the queens which I have not have studied have done [MASK] harm.,any,1,14,0.7555779814720154
566,n_nrel,It is not the case that the queens which I have not studied have done [MASK] harm.,any,1,17,0.3970354497432709
567,n_npp,No queens in none of these places have done [MASK] harm.,any,1,11,0.555294394493103
568,n_npp,None of the queens in none of these places have done [MASK] harm.,any,1,13,0.7849847674369812
569,n_npp,It is not the case that queens in none of these places have done [MASK] harm.,any,1,16,0.778594970703125
570,p_pn,The queens will impact [MASK] legislation.,any,0,6,0.005352253559976816
571,p_pn,Many of the queens will impact [MASK] legislation.,any,0,8,0.004943953827023506
572,p_pn,It is the case that the queens will impact [MASK] legislation.,any,0,11,0.01916048489511013
573,p_prel,The queens which I have studied will impact [MASK] legislation.,any,0,10,0.007353509310632944
574,p_prel,Many of the queens which I have studied will impact [MASK] legislation.,any,0,12,0.004435388371348381
575,p_prel,It is the case that queens which I have studied will impact [MASK] legislation.,any,0,14,0.013368126004934311
576,p_ppp,The queens in these places will impact [MASK] legislation.,any,0,9,0.007502174470573664
577,p_ppp,Many of the queens in these places will impact [MASK] legislation.,any,0,11,0.00489742262288928
578,p_ppp,It is the case that the queens in these places will impact [MASK] legislation.,any,0,14,0.018956102430820465
579,p_nrel,The queens which I have not studied will impact [MASK] legislation.,any,1,11,0.014142125844955444
580,p_nrel,Many of the queens which I have not studied will impact [MASK] legislation.,any,1,13,0.008926112204790115
581,p_nrel,It is the case that the queens which I have not studied will impact [MASK] legislation.,any,1,16,0.018856259062886238
582,p_npp,The queens in none of these places will impact [MASK] legislation.,any,1,11,0.049177076667547226
583,p_npp,Many of the queens in none of these places will impact [MASK] legislation.,any,1,13,0.021912122145295143
584,p_npp,It is the case that queens in none of these places will impact [MASK] legislation.,any,1,15,0.08287874609231949
585,n_pn,No queens will impact [MASK] legislation.,any,1,6,0.047095417976379395
586,n_pn,None of the queens will impact [MASK] legislation.,any,1,8,0.04596696421504021
587,n_pn,It is not the case that the queens will impact [MASK] legislation.,any,1,12,0.04117507487535477
588,n_prel,No queens which I have studied will impact [MASK] legislation.,any,1,10,0.031327441334724426
589,n_prel,None of the queens which I have studied will impact [MASK] legislation.,any,1,12,0.04712822288274765
590,n_prel,It is not the case that the queens which I have studied will impact [MASK] legislation.,any,1,16,0.032559171319007874
591,n_ppp,No queens in these places will impact [MASK] legislation.,any,1,9,0.09066326171159744
592,n_ppp,None of the queens in these places will impact [MASK] legislation.,any,1,11,0.11087274551391602
593,n_ppp,It is not the case that queens in these places will impact [MASK] legislation.,any,1,14,0.0606299452483654
594,n_nrel,No queens which I have not studied will impact [MASK] legislation.,any,1,11,0.03465055301785469
595,n_nrel,None of the queens which I have not have studied will impact [MASK] legislation.,any,1,14,0.043176017701625824
596,n_nrel,It is not the case that the queens which I have not studied will impact [MASK] legislation.,any,1,17,0.036954931914806366
597,n_npp,No queens in none of these places will impact [MASK] legislation.,any,1,11,0.09217770397663116
598,n_npp,None of the queens in none of these places will impact [MASK] legislation.,any,1,13,0.09739694744348526
599,n_npp,It is not the case that queens in none of these places will impact [MASK] legislation.,any,1,16,0.08393670618534088
600,p_pn,The queens confuse [MASK] astronomers.,any,0,5,0.00010260496492264792
601,p_pn,Many of the queens confuse [MASK] astronomers.,any,0,7,0.00011574658856261522
602,p_pn,It is the case that the queens confuse [MASK] astronomers.,any,0,10,0.00021512227249331772
603,p_prel,The queens which I have studied confuse [MASK] astronomers.,any,0,9,0.0013034527655690908
604,p_prel,Many of the queens which I have studied confuse [MASK] astronomers.,any,0,11,0.0005844458355568349
605,p_prel,It is the case that queens which I have studied confuse [MASK] astronomers.,any,0,13,0.0011925662402063608
606,p_ppp,The queens in these places confuse [MASK] astronomers.,any,0,8,0.0005954376538284123
607,p_ppp,Many of the queens in these places confuse [MASK] astronomers.,any,0,10,0.0003359242691658437
608,p_ppp,It is the case that the queens in these places confuse [MASK] astronomers.,any,0,13,0.0007126824930310249
609,p_nrel,The queens which I have not studied confuse [MASK] astronomers.,any,1,10,0.0028719657566398382
610,p_nrel,Many of the queens which I have not studied confuse [MASK] astronomers.,any,1,12,0.001578186172991991
611,p_nrel,It is the case that the queens which I have not studied confuse [MASK] astronomers.,any,1,15,0.002678720513358712
612,p_npp,The queens in none of these places confuse [MASK] astronomers.,any,1,10,0.00405463669449091
613,p_npp,Many of the queens in none of these places confuse [MASK] astronomers.,any,1,12,0.0013532259035855532
614,p_npp,It is the case that queens in none of these places confuse [MASK] astronomers.,any,1,14,0.0029792282730340958
615,n_pn,No queens confuse [MASK] astronomers.,any,1,5,0.0021167981904000044
616,n_pn,None of the queens confuse [MASK] astronomers.,any,1,7,0.005719039123505354
617,n_pn,It is not the case that the queens confuse [MASK] astronomers.,any,1,11,0.00037177567719481885
618,n_prel,No queens which I have studied confuse [MASK] astronomers.,any,1,9,0.015481868758797646
619,n_prel,None of the queens which I have studied confuse [MASK] astronomers.,any,1,11,0.022936806082725525
620,n_prel,It is not the case that the queens which I have studied confuse [MASK] astronomers.,any,1,15,0.002230581594631076
621,n_ppp,No queens in these places confuse [MASK] astronomers.,any,1,8,0.010279443114995956
622,n_ppp,None of the queens in these places confuse [MASK] astronomers.,any,1,10,0.009325056336820126
623,n_ppp,It is not the case that queens in these places confuse [MASK] astronomers.,any,1,13,0.001464718021452427
624,n_nrel,No queens which I have not studied confuse [MASK] astronomers.,any,1,10,0.012714030221104622
625,n_nrel,None of the queens which I have not have studied confuse [MASK] astronomers.,any,1,13,0.024432890117168427
626,n_nrel,It is not the case that the queens which I have not studied confuse [MASK] astronomers.,any,1,16,0.004447439685463905
627,n_npp,No queens in none of these places confuse [MASK] astronomers.,any,1,10,0.009254015982151031
628,n_npp,None of the queens in none of these places confuse [MASK] astronomers.,any,1,12,0.01117610838264227
629,n_npp,It is not the case that queens in none of these places confuse [MASK] astronomers.,any,1,15,0.0034071598201990128
630,p_pn,The queens inspired [MASK] revolutions.,any,0,5,0.0003319030220154673
631,p_pn,Many of the queens inspired [MASK] revolutions.,any,0,7,0.0005216263816691935
632,p_pn,It is the case that the queens inspired [MASK] revolutions.,any,0,10,0.001956240041181445
633,p_prel,The queens which I have studied inspired [MASK] revolutions.,any,0,9,0.00042996639967896044
634,p_prel,Many of the queens which I have studied inspired [MASK] revolutions.,any,0,11,0.0003999187611043453
635,p_prel,It is the case that queens which I have studied inspired [MASK] revolutions.,any,0,13,0.0010680895065888762
636,p_ppp,The queens in these places inspired [MASK] revolutions.,any,0,8,0.00036317360354587436
637,p_ppp,Many of the queens in these places inspired [MASK] revolutions.,any,0,10,0.000548227340914309
638,p_ppp,It is the case that the queens in these places inspired [MASK] revolutions.,any,0,13,0.0022598339710384607
639,p_nrel,The queens which I have not studied inspired [MASK] revolutions.,any,1,10,0.015280920080840588
640,p_nrel,Many of the queens which I have not studied inspired [MASK] revolutions.,any,1,12,0.00521920807659626
641,p_nrel,It is the case that the queens which I have not studied inspired [MASK] revolutions.,any,1,15,0.04734901338815689
642,p_npp,The queens in none of these places inspired [MASK] revolutions.,any,1,10,0.16087481379508972
643,p_npp,Many of the queens in none of these places inspired [MASK] revolutions.,any,1,12,0.009023809805512428
644,p_npp,It is the case that queens in none of these places inspired [MASK] revolutions.,any,1,14,0.11699847131967545
645,n_pn,No queens inspired [MASK] revolutions.,any,1,5,0.21434621512889862
646,n_pn,None of the queens inspired [MASK] revolutions.,any,1,7,0.39927971363067627
647,n_pn,It is not the case that the queens inspired [MASK] revolutions.,any,1,11,0.03449627384543419
648,n_prel,No queens which I have studied inspired [MASK] revolutions.,any,1,9,0.09340836107730865
649,n_prel,None of the queens which I have studied inspired [MASK] revolutions.,any,1,11,0.14207398891448975
650,n_prel,It is not the case that the queens which I have studied inspired [MASK] revolutions.,any,1,15,0.0065334876999258995
651,n_ppp,No queens in these places inspired [MASK] revolutions.,any,1,8,0.2859336733818054
652,n_ppp,None of the queens in these places inspired [MASK] revolutions.,any,1,10,0.2518242597579956
653,n_ppp,It is not the case that queens in these places inspired [MASK] revolutions.,any,1,13,0.022855397313833237
654,n_nrel,No queens which I have not studied inspired [MASK] revolutions.,any,1,10,0.1088411957025528
655,n_nrel,None of the queens which I have not have studied inspired [MASK] revolutions.,any,1,13,0.12483596056699753
656,n_nrel,It is not the case that the queens which I have not studied inspired [MASK] revolutions.,any,1,16,0.07843752950429916
657,n_npp,No queens in none of these places inspired [MASK] revolutions.,any,1,10,0.18320176005363464
658,n_npp,None of the queens in none of these places inspired [MASK] revolutions.,any,1,12,0.21724934875965118
659,n_npp,It is not the case that queens in none of these places inspired [MASK] revolutions.,any,1,15,0.09523177891969681
660,p_pn,The queens will change [MASK] lives.,any,0,6,5.398794201028068e-06
661,p_pn,Many of the queens will change [MASK] lives.,any,0,8,1.8367516076978063e-06
662,p_pn,It is the case that the queens will change [MASK] lives.,any,0,11,3.2996533718687715e-06
663,p_prel,The queens which I have studied will change [MASK] lives.,any,0,10,4.3779458792414516e-05
664,p_prel,Many of the queens which I have studied will change [MASK] lives.,any,0,12,9.20336606213823e-06
665,p_prel,It is the case that queens which I have studied will change [MASK] lives.,any,0,14,2.860353924916126e-05
666,p_ppp,The queens in these places will change [MASK] lives.,any,0,9,1.1835326404252555e-05
667,p_ppp,Many of the queens in these places will change [MASK] lives.,any,0,11,2.70360419563076e-06
668,p_ppp,It is the case that the queens in these places will change [MASK] lives.,any,0,14,7.382425337709719e-06
669,p_nrel,The queens which I have not studied will change [MASK] lives.,any,1,11,3.792742791119963e-05
670,p_nrel,Many of the queens which I have not studied will change [MASK] lives.,any,1,13,1.208085632242728e-05
671,p_nrel,It is the case that the queens which I have not studied will change [MASK] lives.,any,1,16,1.828607673814986e-05
672,p_npp,The queens in none of these places will change [MASK] lives.,any,1,11,9.915691771311685e-05
673,p_npp,Many of the queens in none of these places will change [MASK] lives.,any,1,13,2.1135469069122337e-05
674,p_npp,It is the case that queens in none of these places will change [MASK] lives.,any,1,15,5.1753864681813866e-05
675,n_pn,No queens will change [MASK] lives.,any,1,6,0.00021027078037150204
676,n_pn,None of the queens will change [MASK] lives.,any,1,8,0.0004887222894467413
677,n_pn,It is not the case that the queens will change [MASK] lives.,any,1,12,4.905233708996093e-06
678,n_prel,No queens which I have studied will change [MASK] lives.,any,1,10,0.0009414646774530411
679,n_prel,None of the queens which I have studied will change [MASK] lives.,any,1,12,0.0007164772250689566
680,n_prel,It is not the case that the queens which I have studied will change [MASK] lives.,any,1,16,2.0104367649764754e-05
681,n_ppp,No queens in these places will change [MASK] lives.,any,1,9,0.00036826965515501797
682,n_ppp,None of the queens in these places will change [MASK] lives.,any,1,11,0.00039375812048092484
683,n_ppp,It is not the case that queens in these places will change [MASK] lives.,any,1,14,1.394699665979715e-05
684,n_nrel,No queens which I have not studied will change [MASK] lives.,any,1,11,0.0005542019498534501
685,n_nrel,None of the queens which I have not have studied will change [MASK] lives.,any,1,14,0.0006090159295126796
686,n_nrel,It is not the case that the queens which I have not studied will change [MASK] lives.,any,1,17,2.135365502908826e-05
687,n_npp,No queens in none of these places will change [MASK] lives.,any,1,11,0.000272574630798772
688,n_npp,None of the queens in none of these places will change [MASK] lives.,any,1,13,0.0002883686393033713
689,n_npp,It is not the case that queens in none of these places will change [MASK] lives.,any,1,16,3.697150168591179e-05
690,p_pn,The queens impress [MASK] ambassadors.,any,0,5,0.000246140465606004
691,p_pn,Many of the queens impress [MASK] ambassadors.,any,0,7,0.00024326039419975132
692,p_pn,It is the case that the queens impress [MASK] ambassadors.,any,0,10,0.0005069178878329694
693,p_prel,The queens which I have studied impress [MASK] ambassadors.,any,0,9,0.00027315449551679194
694,p_prel,Many of the queens which I have studied impress [MASK] ambassadors.,any,0,11,0.0002563220914453268
695,p_prel,It is the case that queens which I have studied impress [MASK] ambassadors.,any,0,13,0.00042650618706829846
696,p_ppp,The queens in these places impress [MASK] ambassadors.,any,0,8,0.0004354858538135886
697,p_ppp,Many of the queens in these places impress [MASK] ambassadors.,any,0,10,0.0004061582440044731
698,p_ppp,It is the case that the queens in these places impress [MASK] ambassadors.,any,0,13,0.0008759036427363753
699,p_nrel,The queens which I have not studied impress [MASK] ambassadors.,any,1,10,0.0005595326656475663
700,p_nrel,Many of the queens which I have not studied impress [MASK] ambassadors.,any,1,12,0.0005075059016235173
701,p_nrel,It is the case that the queens which I have not studied impress [MASK] ambassadors.,any,1,15,0.00109538109973073
702,p_npp,The queens in none of these places impress [MASK] ambassadors.,any,1,10,0.0019099568016827106
703,p_npp,Many of the queens in none of these places impress [MASK] ambassadors.,any,1,12,0.0009541578474454582
704,p_npp,It is the case that queens in none of these places impress [MASK] ambassadors.,any,1,14,0.005041640717536211
705,n_pn,No queens impress [MASK] ambassadors.,any,1,5,0.003460751147940755
706,n_pn,None of the queens impress [MASK] ambassadors.,any,1,7,0.002547306241467595
707,n_pn,It is not the case that the queens impress [MASK] ambassadors.,any,1,11,0.000977788120508194
708,n_prel,No queens which I have studied impress [MASK] ambassadors.,any,1,9,0.008996664546430111
709,n_prel,None of the queens which I have studied impress [MASK] ambassadors.,any,1,11,0.006417697295546532
710,n_prel,It is not the case that the queens which I have studied impress [MASK] ambassadors.,any,1,15,0.000646091066300869
711,n_ppp,No queens in these places impress [MASK] ambassadors.,any,1,8,0.005144749768078327
712,n_ppp,None of the queens in these places impress [MASK] ambassadors.,any,1,10,0.0032752000261098146
713,n_ppp,It is not the case that queens in these places impress [MASK] ambassadors.,any,1,13,0.0023087337613105774
714,n_nrel,No queens which I have not studied impress [MASK] ambassadors.,any,1,10,0.007778411731123924
715,n_nrel,None of the queens which I have not have studied impress [MASK] ambassadors.,any,1,13,0.006952052004635334
716,n_nrel,It is not the case that the queens which I have not studied impress [MASK] ambassadors.,any,1,16,0.0017529090400785208
717,n_npp,No queens in none of these places impress [MASK] ambassadors.,any,1,10,0.003302877303212881
718,n_npp,None of the queens in none of these places impress [MASK] ambassadors.,any,1,12,0.0030022552236914635
719,n_npp,It is not the case that queens in none of these places impress [MASK] ambassadors.,any,1,15,0.005407033488154411
720,p_pn,The books have done [MASK] harm.,any,0,6,0.00028930589905939996
721,p_pn,Many of the books have done [MASK] harm.,any,0,8,0.00239914795383811
722,p_pn,It is the case that the books have done [MASK] harm.,any,0,11,0.0008057279046624899
723,p_prel,The books which I have studied have done [MASK] harm.,any,0,10,0.00021597681916318834
724,p_prel,Many of the books which I have studied have done [MASK] harm.,any,0,12,0.0022017520386725664
725,p_prel,It is the case that books which I have studied have done [MASK] harm.,any,0,14,0.0012258111964911222
726,p_ppp,The books in these places have done [MASK] harm.,any,0,9,0.000493721105158329
727,p_ppp,Many of the books in these places have done [MASK] harm.,any,0,11,0.002881295047700405
728,p_ppp,It is the case that the books in these places have done [MASK] harm.,any,0,14,0.001043850788846612
729,p_nrel,The books which I have not studied have done [MASK] harm.,any,1,11,0.001700861263088882
730,p_nrel,Many of the books which I have not studied have done [MASK] harm.,any,1,13,0.010288426652550697
731,p_nrel,It is the case that the books which I have not studied have done [MASK] harm.,any,1,16,0.008668971247971058
732,p_npp,The books in none of these places have done [MASK] harm.,any,1,11,0.8050586581230164
733,p_npp,Many of the books in none of these places have done [MASK] harm.,any,1,13,0.7599986791610718
734,p_npp,It is the case that books in none of these places have done [MASK] harm.,any,1,15,0.7920652627944946
735,n_pn,No books have done [MASK] harm.,any,1,6,0.7904602885246277
736,n_pn,None of the books have done [MASK] harm.,any,1,8,0.8617143034934998
737,n_pn,It is not the case that the books have done [MASK] harm.,any,1,12,0.814024031162262
738,n_prel,No books which I have studied have done [MASK] harm.,any,1,10,0.6644812226295471
739,n_prel,None of the books which I have studied have done [MASK] harm.,any,1,12,0.818398118019104
740,n_prel,It is not the case that the books which I have studied have done [MASK] harm.,any,1,16,0.47572675347328186
741,n_ppp,No books in these places have done [MASK] harm.,any,1,9,0.7749132513999939
742,n_ppp,None of the books in these places have done [MASK] harm.,any,1,11,0.8278521299362183
743,n_ppp,It is not the case that books in these places have done [MASK] harm.,any,1,14,0.6778371334075928
744,n_nrel,No books which I have not studied have done [MASK] harm.,any,1,11,0.5301466584205627
745,n_nrel,None of the books which I have not have studied have done [MASK] harm.,any,1,14,0.7890682220458984
746,n_nrel,It is not the case that the books which I have not studied have done [MASK] harm.,any,1,17,0.5736352801322937
747,n_npp,No books in none of these places have done [MASK] harm.,any,1,11,0.659737765789032
748,n_npp,None of the books in none of these places have done [MASK] harm.,any,1,13,0.8368563055992126
749,n_npp,It is not the case that books in none of these places have done [MASK] harm.,any,1,16,0.7879523038864136
750,p_pn,The books will impact [MASK] legislation.,any,0,6,0.0039049850311130285
751,p_pn,Many of the books will impact [MASK] legislation.,any,0,8,0.002101855119690299
752,p_pn,It is the case that the books will impact [MASK] legislation.,any,0,11,0.02032964490354061
753,p_prel,The books which I have studied will impact [MASK] legislation.,any,0,10,0.007582903373986483
754,p_prel,Many of the books which I have studied will impact [MASK] legislation.,any,0,12,0.004198586568236351
755,p_prel,It is the case that books which I have studied will impact [MASK] legislation.,any,0,14,0.02191162295639515
756,p_ppp,The books in these places will impact [MASK] legislation.,any,0,9,0.009168440476059914
757,p_ppp,Many of the books in these places will impact [MASK] legislation.,any,0,11,0.004216805100440979
758,p_ppp,It is the case that the books in these places will impact [MASK] legislation.,any,0,14,0.019021738320589066
759,p_nrel,The books which I have not studied will impact [MASK] legislation.,any,1,11,0.01671883463859558
760,p_nrel,Many of the books which I have not studied will impact [MASK] legislation.,any,1,13,0.009215909987688065
761,p_nrel,It is the case that the books which I have not studied will impact [MASK] legislation.,any,1,16,0.020416250452399254
762,p_npp,The books in none of these places will impact [MASK] legislation.,any,1,11,0.050488222390413284
763,p_npp,Many of the books in none of these places will impact [MASK] legislation.,any,1,13,0.024252282455563545
764,p_npp,It is the case that books in none of these places will impact [MASK] legislation.,any,1,15,0.07283593714237213
765,n_pn,No books will impact [MASK] legislation.,any,1,6,0.07151838392019272
766,n_pn,None of the books will impact [MASK] legislation.,any,1,8,0.09366010129451752
767,n_pn,It is not the case that the books will impact [MASK] legislation.,any,1,12,0.08457225561141968
768,n_prel,No books which I have studied will impact [MASK] legislation.,any,1,10,0.03079885058104992
769,n_prel,None of the books which I have studied will impact [MASK] legislation.,any,1,12,0.05091377720236778
770,n_prel,It is not the case that the books which I have studied will impact [MASK] legislation.,any,1,16,0.034216903150081635
771,n_ppp,No books in these places will impact [MASK] legislation.,any,1,9,0.11676818877458572
772,n_ppp,None of the books in these places will impact [MASK] legislation.,any,1,11,0.11490847915410995
773,n_ppp,It is not the case that books in these places will impact [MASK] legislation.,any,1,14,0.06226491555571556
774,n_nrel,No books which I have not studied will impact [MASK] legislation.,any,1,11,0.02975250408053398
775,n_nrel,None of the books which I have not have studied will impact [MASK] legislation.,any,1,14,0.04652212932705879
776,n_nrel,It is not the case that the books which I have not studied will impact [MASK] legislation.,any,1,17,0.03914003446698189
777,n_npp,No books in none of these places will impact [MASK] legislation.,any,1,11,0.0991097018122673
778,n_npp,None of the books in none of these places will impact [MASK] legislation.,any,1,13,0.0997287854552269
779,n_npp,It is not the case that books in none of these places will impact [MASK] legislation.,any,1,16,0.07921959459781647
780,p_pn,The books confuse [MASK] astronomers.,any,0,5,0.000522055197507143
781,p_pn,Many of the books confuse [MASK] astronomers.,any,0,7,0.00012708092981483787
782,p_pn,It is the case that the books confuse [MASK] astronomers.,any,0,10,0.0007573824259452522
783,p_prel,The books which I have studied confuse [MASK] astronomers.,any,0,9,0.0010811634128913283
784,p_prel,Many of the books which I have studied confuse [MASK] astronomers.,any,0,11,0.0004003733629360795
785,p_prel,It is the case that books which I have studied confuse [MASK] astronomers.,any,0,13,0.001163087785243988
786,p_ppp,The books in these places confuse [MASK] astronomers.,any,0,8,0.0008865235140547156
787,p_ppp,Many of the books in these places confuse [MASK] astronomers.,any,0,10,0.0004501804360188544
788,p_ppp,It is the case that the books in these places confuse [MASK] astronomers.,any,0,13,0.0009795441292226315
789,p_nrel,The books which I have not studied confuse [MASK] astronomers.,any,1,10,0.0022295331582427025
790,p_nrel,Many of the books which I have not studied confuse [MASK] astronomers.,any,1,12,0.0010547847487032413
791,p_nrel,It is the case that the books which I have not studied confuse [MASK] astronomers.,any,1,15,0.002403533784672618
792,p_npp,The books in none of these places confuse [MASK] astronomers.,any,1,10,0.008572375401854515
793,p_npp,Many of the books in none of these places confuse [MASK] astronomers.,any,1,12,0.0019312273943796754
794,p_npp,It is the case that books in none of these places confuse [MASK] astronomers.,any,1,14,0.004361673258244991
795,n_pn,No books confuse [MASK] astronomers.,any,1,5,0.009614808484911919
796,n_pn,None of the books confuse [MASK] astronomers.,any,1,7,0.00852969754487276
797,n_pn,It is not the case that the books confuse [MASK] astronomers.,any,1,11,0.0018376467050984502
798,n_prel,No books which I have studied confuse [MASK] astronomers.,any,1,9,0.025350408628582954
799,n_prel,None of the books which I have studied confuse [MASK] astronomers.,any,1,11,0.01967417076230049
800,n_prel,It is not the case that the books which I have studied confuse [MASK] astronomers.,any,1,15,0.002551914192736149
801,n_ppp,No books in these places confuse [MASK] astronomers.,any,1,8,0.013703051954507828
802,n_ppp,None of the books in these places confuse [MASK] astronomers.,any,1,10,0.012706330977380276
803,n_ppp,It is not the case that books in these places confuse [MASK] astronomers.,any,1,13,0.0021370959002524614
804,n_nrel,No books which I have not studied confuse [MASK] astronomers.,any,1,10,0.017974749207496643
805,n_nrel,None of the books which I have not have studied confuse [MASK] astronomers.,any,1,13,0.022387363016605377
806,n_nrel,It is not the case that the books which I have not studied confuse [MASK] astronomers.,any,1,16,0.0042983656749129295
